gene,region,average_expression,log2FC,pval,adj_pval,direction
KCNAB2,Dorsal,0.1663,0.338,5.08e-9,3.29e-7,enriched
S1PR1,Dorsal,0.2892,0.338,3.33e-9,2.23e-7,enriched
NECTIN3,Dorsal,0.5909,0.337,3.45e-7,1.43e-5,enriched
LIMK2,Dorsal,0.0666,0.337,1.7e-4,0.00328,enriched
FAM222A,Dorsal,0.2606,0.334,2.01e-8,1.1e-6,enriched
PDGFRL,Dorsal,0.0275,0.334,0.0037200000000000002,0.0449,enriched
ZNF488,Dorsal,0.0763,0.334,2.28e-4,0.00432,enriched
NPAS3,Dorsal,1.1546,0.329,4.04e-15,1.02e-12,enriched
DIP2B,Dorsal,0.4035,0.328,6.16e-7,2.4e-5,enriched
PTPN13,Dorsal,0.2634,0.328,4.81e-11,4.87e-9,enriched
DGKB,Dorsal,0.2251,0.327,1.6e-5,4.2e-4,enriched
AGRN,Dorsal,0.2315,0.327,9.42e-7,3.45e-5,enriched
POU3F1,Dorsal,0.2545,0.326,8.08e-6,2.3e-4,enriched
QTRT1,Dorsal,0.1783,0.326,9.03e-10,7e-8,enriched
SLC24A4,Dorsal,0.0358,0.326,0.00199,0.0271,enriched
LIMS1,Dorsal,0.2538,0.325,0.00194,0.0265,enriched
LOC101748973,Dorsal,0.067,0.325,0.00168,0.0236,enriched
MIB2,Dorsal,0.0763,0.325,6.05e-5,0.00133,enriched
TTC12,Dorsal,0.1227,0.325,1.63e-5,4.27e-4,enriched
SLC25A42,Dorsal,0.033,0.325,0.00129,0.019,enriched
FNDC10,Dorsal,0.1819,0.324,1.25e-6,4.48e-5,enriched
KLHL32,Dorsal,0.0503,0.324,0.00208,0.028,enriched
LOC112533358,Dorsal,0.6021,0.323,1.31e-11,1.57e-9,enriched
ZNRF2,Dorsal,0.1987,0.323,9.05e-9,5.52e-7,enriched
GNLY,Dorsal,0.1016,0.323,4.8e-4,0.00818,enriched
ATP11A,Dorsal,0.28,0.322,0.00273,0.0349,enriched
NKAIN2,Dorsal,2.1403,0.321,1.77e-6,6.12e-5,enriched
P4HA2,Dorsal,0.1625,0.32,0.00147,0.0211,enriched
MYO1C,Dorsal,0.0536,0.319,0.00199,0.0271,enriched
OPTC,Dorsal,0.5481,0.319,2.22e-6,7.42e-5,enriched
GRID2,Dorsal,0.8685,0.319,7.81e-6,2.23e-4,enriched
C9orf116,Dorsal,0.1328,0.317,3.19e-4,0.00583,enriched
GNG12,Dorsal,0.0612,0.317,0.00406,0.0484,enriched
GSTAL1,Dorsal,0.0811,0.314,2.77e-4,0.00514,enriched
CEP126,Dorsal,0.1125,0.313,1.65e-4,0.00321,enriched
NPC1,Dorsal,0.1628,0.312,4.01e-8,2.06e-6,enriched
PTPRU,Dorsal,0.2035,0.31,2.41e-8,1.3e-6,enriched
FERMT1,Dorsal,0.0603,0.308,0.00254,0.0331,enriched
PTPMT1,Dorsal,0.525,0.308,1.35e-9,1.01e-7,enriched
BCL2,Dorsal,1.1785,0.306,6.26e-10,4.98e-8,enriched
USP44,Dorsal,0.1945,0.305,1.82e-7,7.96e-6,enriched
LOC112531520,Dorsal,0.1325,0.304,0.00258,0.0335,enriched
AGPS,Dorsal,0.4186,0.304,3.21e-11,3.46e-9,enriched
LOC112532385,Dorsal,0.0545,0.303,3.69e-5,8.71e-4,enriched
MIPOL1,Dorsal,0.3577,0.303,1.34e-11,1.57e-9,enriched
TENM4,Dorsal,1.2008,0.302,5.84e-9,3.73e-7,enriched
PGM2,Dorsal,0.117,0.302,1.24e-5,3.38e-4,enriched
SNX16,Dorsal,0.1989,0.301,5.86e-4,0.00977,enriched
METTL24,Dorsal,0.2272,0.3,5.31e-5,0.00118,enriched
WASF1,Dorsal,0.2688,0.299,2.01e-7,8.66e-6,enriched
GLIPR2,Dorsal,0.0642,0.297,0.00172,0.0241,enriched
UST,Dorsal,0.4291,0.297,2.37e-10,2.07e-8,enriched
LOC112532453,Dorsal,0.0344,0.297,0.00263,0.0339,enriched
GULP1,Dorsal,0.4061,0.297,2.11e-5,5.34e-4,enriched
RBFOX1,Dorsal,0.2534,0.296,0.00363,0.0442,enriched
VOPP1,Dorsal,0.1475,0.296,0.00108,0.0163,enriched
C2H8ORF37,Dorsal,0.0552,0.296,0.00126,0.0185,enriched
EXD3,Dorsal,0.2633,0.295,4.63e-5,0.00105,enriched
TJP2,Dorsal,0.7002,0.294,7.31e-4,0.0118,enriched
VPS13D,Dorsal,0.4162,0.293,4.71e-12,6.13e-10,enriched
MYH11,Dorsal,0.056,0.292,1.17e-4,0.00238,enriched
PCBP3,Dorsal,0.3813,0.292,1.55e-5,4.09e-4,enriched
TFRC,Dorsal,0.3183,0.292,1.39e-5,3.74e-4,enriched
CDH11,Dorsal,0.6791,0.291,5.62e-5,0.00125,enriched
PUDP,Dorsal,0.3544,0.289,1.8e-5,4.62e-4,enriched
GHR,Dorsal,0.3752,0.289,1.5e-4,0.00296,enriched
CERK,Dorsal,0.192,0.288,7.05e-6,2.05e-4,enriched
BAG2,Dorsal,0.1186,0.286,3.89e-6,1.23e-4,enriched
LOC107049457,Dorsal,0.2254,0.286,9.21e-8,4.34e-6,enriched
GALNT4,Dorsal,0.0988,0.284,7.55e-6,2.17e-4,enriched
PDE8A,Dorsal,0.2459,0.283,2.06e-4,0.00394,enriched
TMEM161A,Dorsal,1.5788,0.283,3.17e-8,1.67e-6,enriched
SHROOM2,Dorsal,0.3856,0.281,4.87e-7,1.95e-5,enriched
AKAP12,Dorsal,2.1661,0.281,1.05e-12,1.57e-10,enriched
LRRFIP1,Dorsal,0.3421,0.281,1.83e-9,1.32e-7,enriched
LOC112531859,Dorsal,0.2452,0.28,4.1e-4,0.00716,enriched
CAD,Dorsal,0.2972,0.28,3.1e-9,2.1e-7,enriched
INPP4B,Dorsal,0.1449,0.279,5.3e-4,0.00894,enriched
HOMER2,Dorsal,0.0941,0.278,7.43e-5,0.00161,enriched
DIRC2,Dorsal,0.2349,0.278,4.62e-6,1.41e-4,enriched
FOXP2,Dorsal,1.2755,0.276,5.54e-14,1.12e-11,enriched
IMMP2L,Dorsal,0.4196,0.276,2.01e-4,0.00385,enriched
MRPS18A,Dorsal,0.3086,0.276,1.67e-10,1.51e-8,enriched
ACSBG2,Dorsal,0.1883,0.275,0.00416,0.0492,enriched
LOC112532764,Dorsal,0.3296,0.275,3.19e-4,0.00584,enriched
SLC52A3,Dorsal,0.071,0.273,0.00118,0.0175,enriched
KIRREL3,Dorsal,0.3933,0.273,4.13e-5,9.59e-4,enriched
UTP23,Dorsal,0.2504,0.272,8.84e-6,2.49e-4,enriched
BCKDHB,Dorsal,0.2762,0.271,1.11e-7,5.12e-6,enriched
RAP2A,Dorsal,0.2901,0.27,1.98e-7,8.57e-6,enriched
RCBTB2,Dorsal,0.0827,0.269,0.00112,0.0168,enriched
CLVS1,Dorsal,0.3093,0.269,0.0022,0.0295,enriched
SLC18B1,Dorsal,0.0833,0.269,0.00373,0.045,enriched
KLF3,Dorsal,0.105,0.269,0.00125,0.0185,enriched
HEATR5A,Dorsal,0.1497,0.269,1.99e-6,6.8e-5,enriched
SAMD12,Dorsal,0.2536,0.268,1.28e-4,0.00257,enriched
NBEAL1,Dorsal,0.2099,0.268,1.05e-7,4.9099999999999996e-06,enriched
PTGES2,Dorsal,0.0444,0.267,0.00302,0.0379,enriched
CACNG5,Dorsal,0.0663,0.267,0.00139,0.0201,enriched
NSG1,Dorsal,0.4168,0.267,2.96e-10,2.53e-8,enriched
PLCB1,Dorsal,0.2103,0.266,4.47e-4,0.00769,enriched
SERGEF,Dorsal,0.0882,0.266,1.08e-5,2.99e-4,enriched
DLG5,Dorsal,0.4577,0.266,2.89e-9,1.98e-7,enriched
ST3GAL2,Dorsal,0.1569,0.265,2.51e-5,6.16e-4,enriched
ADAMTS18,Dorsal,1.6055,0.265,4.21e-7,1.7e-5,enriched
ATP2B2,Dorsal,0.1379,0.264,1.63e-4,0.00319,enriched
PLCL2,Dorsal,0.3071,0.264,1.46e-6,5.15e-5,enriched
CMC1,Dorsal,0.2816,0.264,1.73e-5,4.47e-4,enriched
COMMD6,Dorsal,0.1838,0.263,1.6e-4,0.00314,enriched
WDR27,Dorsal,0.2586,0.262,2.35e-4,0.00442,enriched
GLTP,Dorsal,0.1775,0.261,5.57e-4,0.00934,enriched
MGARP,Dorsal,1.3848,0.261,2.55e-6,8.34e-5,enriched
LOC107053654,Dorsal,0.077,0.261,4.19e-4,0.00729,enriched
OLIG2,Dorsal,0.63,0.26,0.00206,0.0279,enriched
SLC4A7,Dorsal,0.5019,0.26,1.4e-7,6.33e-6,enriched
ZNF853,Dorsal,0.4064,0.26,3.26e-9,2.2e-7,enriched
SYNE2,Dorsal,1.6815,0.26,7.75e-12,9.83e-10,enriched
BCAP29,Dorsal,0.2616,0.259,5.96e-6,1.76e-4,enriched
MID1IP1,Dorsal,0.4996,0.259,4.7e-5,0.00107,enriched
SGCG,Dorsal,0.1805,0.259,6.42e-4,0.0106,enriched
LMO4,Dorsal,0.3035,0.259,3.84e-5,9.03e-4,enriched
RFFL,Dorsal,0.1798,0.258,6.54e-5,0.00143,enriched
LPAR2,Dorsal,0.1079,0.258,3.62e-4,0.00648,enriched
KCTD8,Dorsal,0.3965,0.258,4.34e-4,0.00751,enriched
SMCO4,Dorsal,0.1037,0.257,6.57e-5,0.00144,enriched
PDLIM7,Dorsal,0.0409,0.256,0.00111,0.0167,enriched
MIR1682,Dorsal,0.0885,0.256,0.00261,0.0338,enriched
PACRG,Dorsal,0.1127,0.256,0.00334,0.0411,enriched
IL17RD,Dorsal,0.0693,0.255,0.00217,0.0291,enriched
DPY19L1,Dorsal,0.3117,0.255,2.34e-4,0.00441,enriched
RAPGEF2,Dorsal,1.6478,0.255,2.07e-8,1.13e-6,enriched
TTC30B,Dorsal,0.1126,0.255,0.00102,0.0156,enriched
CLUH,Dorsal,0.203,0.254,2.24e-8,1.22e-6,enriched
ATP2B4,Dorsal,0.7023,0.253,9.95e-8,4.67e-6,enriched
ADD3,Dorsal,1.0533,0.253,3.63e-4,0.00648,enriched
LOC107052453,Dorsal,0.1277,0.251,4.06e-4,0.0071,enriched
RPS6KA3,Dorsal,0.6052,0.25,6.85e-9,4.33e-7,enriched
ERCC5,Dorsal,0.1612,0.249,7.21e-6,2.09e-4,enriched
UCHL3,Dorsal,0.5816,0.249,2.24e-6,7.47e-5,enriched
AAMDC,Dorsal,0.1922,0.248,0.00118,0.0175,enriched
COL5A1,Dorsal,1.6083,0.248,6.21e-15,1.47e-12,enriched
STX18,Dorsal,0.2312,0.248,0.00121,0.0179,enriched
MTHFD1,Dorsal,0.1556,0.247,1.45e-4,0.00288,enriched
C2H8ORF76,Dorsal,0.2004,0.246,1.58e-4,0.00309,enriched
SOX13,Dorsal,0.4266,0.246,3.57e-5,8.45e-4,enriched
IGSF3,Dorsal,0.1007,0.245,1.98e-5,5.03e-4,enriched
TBC1D2B,Dorsal,0.1838,0.245,2.23e-4,0.00424,enriched
AKTIP,Dorsal,0.3869,0.245,1.07e-10,9.98e-9,enriched
GDAP1L1,Dorsal,0.1458,0.244,3.02e-4,0.00556,enriched
NFE2L2,Dorsal,0.1985,0.244,1.53e-4,0.00302,enriched
SMPD4,Dorsal,0.0713,0.243,0.00108,0.0163,enriched
SARM1,Dorsal,0.0819,0.243,0.00123,0.0181,enriched
TMTC2,Dorsal,0.6657,0.242,7.7e-4,0.0123,enriched
MIR1555,Dorsal,0.0795,0.242,2.28e-4,0.00431,enriched
FAM189A1,Dorsal,0.4281,0.242,4.99e-5,0.00112,enriched
DSCR3,Dorsal,0.553,0.241,4.9e-7,1.95e-5,enriched
CTSC,Dorsal,0.1926,0.241,3.12e-4,0.00572,enriched
ARHGAP32,Dorsal,0.8851,0.241,1.6e-9,1.18e-7,enriched
STRADB,Dorsal,0.1051,0.241,7.35e-4,0.0118,enriched
SCMH1,Dorsal,0.0916,0.239,1.87e-4,0.00361,enriched
ANK2,Dorsal,0.4389,0.239,1.73e-4,0.00334,enriched
FEZF2,Dorsal,0.2529,0.238,2.63e-5,6.41e-4,enriched
C26H1orf74,Dorsal,0.0881,0.238,5.59e-4,0.00938,enriched
COPS2,Dorsal,0.934,0.237,5.1e-5,0.00115,enriched
KLHL5,Dorsal,0.2392,0.237,2.14e-5,5.38e-4,enriched
ADSSL1,Dorsal,0.079,0.237,0.00234,0.031,enriched
PLCE1,Dorsal,0.4658,0.237,8.1e-5,0.00173,enriched
FGD4,Dorsal,0.4786,0.236,1.36e-6,4.83e-5,enriched
NLGN4L,Dorsal,1.759,0.236,6.49e-8,3.16e-6,enriched
DYRK2,Dorsal,0.2461,0.235,9.11e-7,3.36e-5,enriched
GUCY1A3,Dorsal,0.5894,0.235,4.77e-7,1.91e-5,enriched
C5H14orf37,Dorsal,0.1977,0.235,8.24e-5,0.00176,enriched
UBE2E2,Dorsal,0.6757,0.234,1.25e-6,4.48e-5,enriched
NR2E1,Dorsal,0.9945,0.234,4.74e-10,3.9e-8,enriched
SLC12A9,Dorsal,0.1244,0.234,2.22e-4,0.00422,enriched
MBIP,Dorsal,0.2817,0.232,1.42e-6,5.02e-5,enriched
TCF20,Dorsal,0.5787,0.231,5.23e-8,2.63e-6,enriched
C4HCXorf57,Dorsal,0.2829,0.229,1.95e-4,0.00374,enriched
AFF2,Dorsal,0.5716,0.229,2.21e-4,0.00419,enriched
YES1,Dorsal,0.7225,0.228,2.5e-6,8.22e-5,enriched
JUP,Dorsal,0.156,0.228,8.12e-4,0.0128,enriched
DOT1L,Dorsal,0.4428,0.228,4.28e-5,9.89e-4,enriched
TWF1,Dorsal,0.2147,0.227,6.26e-4,0.0103,enriched
ARL4A,Dorsal,0.2135,0.227,0.00252,0.033,enriched
LOC107057377,Dorsal,0.3397,0.227,1.15e-5,3.17e-4,enriched
FADS2,Dorsal,0.7451,0.227,8.74e-6,2.47e-4,enriched
POLG2,Dorsal,0.1248,0.226,0.00316,0.0393,enriched
ARPP21,Dorsal,0.1318,0.226,7.15e-4,0.0116,enriched
TSPAN18,Dorsal,0.1083,0.226,9.41e-4,0.0145,enriched
ADGRL2,Dorsal,1.7532,0.226,8.48e-8,4.05e-6,enriched
MAPKBP1,Dorsal,0.2211,0.225,4.31e-6,1.33e-4,enriched
NUBPL,Dorsal,0.3287,0.225,3.54e-8,1.85e-6,enriched
GPC5,Dorsal,0.5456,0.224,0.00224,0.0298,enriched
SEMA6D,Dorsal,0.2117,0.223,0.00238,0.0315,enriched
ENAH,Dorsal,1.0847,0.222,3.23e-5,7.73e-4,enriched
HMGN3,Dorsal,1.0706,0.222,1.49e-8,8.57e-7,enriched
LZTFL1,Dorsal,0.3135,0.221,0.00181,0.0251,enriched
IDI1,Dorsal,0.713,0.22,1.57e-4,0.00308,enriched
EIF2AK1,Dorsal,0.329,0.219,1.03e-5,2.85e-4,enriched
SLC6A15,Dorsal,0.2647,0.218,0.00191,0.0262,enriched
SLC39A10,Dorsal,0.4041,0.218,8.42e-4,0.0132,enriched
PDIA5,Dorsal,0.3066,0.218,9.17e-7,3.37e-5,enriched
MPPED1,Dorsal,0.2402,0.217,5.68e-5,0.00126,enriched
MUL1,Dorsal,0.1326,0.217,7.04e-5,0.00153,enriched
PRMT3,Dorsal,0.0941,0.217,0.00215,0.0289,enriched
CDKN1B,Dorsal,0.6959,0.216,4.85e-11,4.88e-9,enriched
PXDC1,Dorsal,0.3457,0.216,0.00392,0.047,enriched
PLCB4,Dorsal,0.4211,0.216,5.74e-6,1.71e-4,enriched
ENO1,Dorsal,2.9325,0.214,1.26e-5,3.43e-4,enriched
SLC45A3,Dorsal,0.3775,0.214,9.59e-5,0.002,enriched
RAB4A,Dorsal,0.1392,0.213,4.77e-4,0.00815,enriched
FBXL4,Dorsal,0.123,0.213,5.06e-4,0.00858,enriched
ARHGEF3,Dorsal,0.309,0.212,0.00282,0.0358,enriched
C12H3orf14,Dorsal,0.2387,0.212,3.72e-4,0.00662,enriched
PCTP,Dorsal,0.3449,0.212,3.95e-5,9.23e-4,enriched
COL2A1,Dorsal,1.9118,0.212,1.08e-5,2.99e-4,enriched
RGCC,Dorsal,0.3852,0.211,0.00331,0.0408,enriched
SPATA6,Dorsal,0.1035,0.211,0.00301,0.0378,enriched
FZD1,Dorsal,0.2004,0.21,0.00363,0.0442,enriched
WDTC1,Dorsal,0.0497,0.21,0.00408,0.0485,enriched
SAMHD1,Dorsal,0.1679,0.209,6.73e-5,0.00147,enriched
CADM1,Dorsal,1.6935,0.209,1.41e-4,0.00281,enriched
PROM1,Dorsal,0.1288,0.209,0.00116,0.0173,enriched
COPS9,Dorsal,0.9735,0.209,6.38e-11,6.19e-9,enriched
YAP1,Dorsal,0.7558,0.208,4.41e-9,2.88e-7,enriched
TBC1D5,Dorsal,0.8028,0.208,3.41e-8,1.78e-6,enriched
LPCAT1,Dorsal,0.6138,0.208,6.11e-8,3e-6,enriched
UTRN,Dorsal,0.8841,0.208,1.68e-6,5.85e-5,enriched
FUT8,Dorsal,0.3407,0.208,1.45e-7,6.54e-6,enriched
OAT,Dorsal,0.2739,0.208,0.00114,0.017,enriched
C3H6ORF203,Dorsal,0.1905,0.207,1.11e-4,0.00227,enriched
TBC1D32,Dorsal,0.1849,0.206,4.19e-5,9.7e-4,enriched
CAPRIN2,Dorsal,0.1613,0.205,0.00138,0.02,enriched
PPFIBP1,Dorsal,0.3836,0.205,2.28e-5,5.69e-4,enriched
CHIC2,Dorsal,0.2636,0.205,2.81e-4,0.00521,enriched
SRGAP1,Dorsal,0.6775,0.204,1.63e-6,5.71e-5,enriched
SEMA3F,Dorsal,0.1129,0.204,0.0024,0.0317,enriched
TCF3,Dorsal,1.5828,0.204,1.8e-9,1.31e-7,enriched
SORBS2,Dorsal,1.1533,0.204,1.38e-5,3.71e-4,enriched
TMEM62,Dorsal,0.0808,0.204,0.00339,0.0416,enriched
SLC25A5,Dorsal,1.2004,0.203,0.00264,0.034,enriched
MRPS11,Dorsal,0.5022,0.202,1.98e-8,1.09e-6,enriched
FKBP7,Dorsal,0.1074,0.202,0.0014,0.0203,enriched
EXOC2,Dorsal,0.3669,0.201,3.16e-5,7.58e-4,enriched
LOC107052984,Dorsal,0.1318,0.2,0.00414,0.049,enriched
MGAT4A,Dorsal,0.1772,0.2,8.06e-4,0.0127,enriched
LOC771190,Dorsal,0.0814,0.2,3.94e-4,0.00693,enriched
KIF13A,Dorsal,0.5025,0.2,1.67e-8,9.44e-7,enriched
TOX2,Dorsal,1.2175,0.2,1.23e-6,4.41e-5,enriched
HES4,Dorsal,0.5322,0.2,1.9e-6,6.54e-5,enriched
PNPLA3,Dorsal,0.2532,0.199,0.00246,0.0323,enriched
NRG4,Dorsal,0.081,0.199,0.00387,0.0465,enriched
IVNS1ABP,Dorsal,0.4756,0.199,7.45e-8,3.59e-6,enriched
COPG1,Dorsal,0.3046,0.198,9.21e-4,0.0142,enriched
DCTD,Dorsal,0.1227,0.198,0.00242,0.032,enriched
PAX6,Dorsal,1.7352,0.198,5.02e-11,5.02e-9,enriched
FARP1,Dorsal,0.5362,0.197,7.16e-7,2.74e-5,enriched
SMS,Dorsal,0.624,0.196,8.64e-6,2.44e-4,enriched
CCNE1,Dorsal,0.1198,0.196,1.97e-4,0.00377,enriched
KCTD1,Dorsal,0.1159,0.196,0.0012,0.0177,enriched
GXYLT1,Dorsal,0.1722,0.194,0.0033,0.0407,enriched
NDE1,Dorsal,0.7777,0.194,5.17e-4,0.00874,enriched
MEIS1,Dorsal,1.0296,0.194,1.98e-7,8.57e-6,enriched
SPATA17,Dorsal,0.2161,0.194,0.00282,0.0358,enriched
DENND2A,Dorsal,0.312,0.193,3.78e-4,0.00671,enriched
FAAP24,Dorsal,0.1019,0.193,0.00104,0.0157,enriched
CCDC57,Dorsal,0.1743,0.193,0.00109,0.0164,enriched
GNA12,Dorsal,0.5171,0.192,4.78e-5,0.00108,enriched
MED24,Dorsal,0.2758,0.192,2.19e-5,5.5e-4,enriched
TARBP1,Dorsal,0.1255,0.191,0.00244,0.0321,enriched
COL4A6,Dorsal,0.4487,0.191,0.00182,0.0253,enriched
KAT6B,Dorsal,0.3654,0.191,1.81e-7,7.93e-6,enriched
ZNF423,Dorsal,0.7713,0.19,2.47e-6,8.16e-5,enriched
ZBTB1,Dorsal,0.234,0.19,6.92e-6,2.02e-4,enriched
JAK2,Dorsal,0.2988,0.19,0.00355,0.0434,enriched
INTS4,Dorsal,0.1426,0.188,0.00332,0.0408,enriched
NT5DC1,Dorsal,0.2831,0.188,0.00274,0.035,enriched
KTN1,Dorsal,0.5409,0.187,4.71e-6,1.44e-4,enriched
CHPT1,Dorsal,0.1644,0.186,0.00344,0.0422,enriched
YWHAQ,Dorsal,1.3062,0.186,4.81e-11,4.87e-9,enriched
CFAP36,Dorsal,0.4358,0.185,1.8e-6,6.2e-5,enriched
CHM,Dorsal,0.4336,0.185,1.35e-7,6.15e-6,enriched
UBE2F,Dorsal,0.5954,0.185,3.1e-4,0.0057,enriched
SLC19A1,Dorsal,0.2212,0.185,4.14e-5,9.59e-4,enriched
SLC35A3,Dorsal,0.1571,0.185,4.66e-4,0.00797,enriched
FOXN4,Dorsal,0.4319,0.184,0.00291,0.0367,enriched
NRARP,Dorsal,2.1274,0.184,1.05e-4,0.00216,enriched
LOC107054087,Dorsal,0.7931,0.184,2.27e-7,9.71e-6,enriched
DOK6,Dorsal,1.4382,0.183,1.4e-4,0.00279,enriched
SRBD1,Dorsal,0.2333,0.183,7.25e-4,0.0117,enriched
LOC112532284,Dorsal,0.1334,0.183,0.00254,0.0331,enriched
LNPK,Dorsal,0.4033,0.183,1.68e-4,0.00326,enriched
C1H12ORF4,Dorsal,0.1393,0.181,9.14e-4,0.0141,enriched
KDELC1,Dorsal,0.1932,0.181,4.16e-4,0.00726,enriched
CYP51A1,Dorsal,0.9182,0.181,0.00268,0.0343,enriched
CCSER2,Dorsal,0.9181,0.181,1.6e-4,0.00314,enriched
NKIRAS2,Dorsal,0.397,0.18,2.07e-6,7.05e-5,enriched
GALNT2,Dorsal,0.3582,0.18,2.28e-5,5.69e-4,enriched
LOC100857197,Dorsal,0.185,0.18,1.74e-5,4.5e-4,enriched
LIMCH1,Dorsal,0.7279,0.18,8.29e-4,0.013,enriched
DUS4L,Dorsal,0.1127,0.179,0.00139,0.0201,enriched
FDPS,Dorsal,1.0476,0.179,2.43e-4,0.00456,enriched
LOC112531007,Dorsal,0.1012,0.179,0.00159,0.0226,enriched
PAK4,Dorsal,0.1063,0.178,0.00413,0.049,enriched
WAPL,Dorsal,0.7474,0.178,2.04e-8,1.12e-6,enriched
PCGF5,Dorsal,0.1891,0.178,0.00216,0.0291,enriched
PACSIN2,Dorsal,0.6235,0.177,3.34e-5,7.97e-4,enriched
CD47,Dorsal,0.3252,0.177,0.0035,0.0428,enriched
ARHGAP42,Dorsal,0.2693,0.177,7.59e-5,0.00164,enriched
MIR1681,Dorsal,0.2748,0.177,0.00238,0.0315,enriched
MOB3A,Dorsal,0.502,0.177,3.12e-5,7.48e-4,enriched
PNKD,Dorsal,0.2439,0.177,7.86e-4,0.0124,enriched
AGFG1,Dorsal,0.5483,0.177,7.65e-6,2.19e-4,enriched
DGKH,Dorsal,0.3741,0.176,0.00207,0.028,enriched
FAT3,Dorsal,1.4217,0.175,1.69e-4,0.00328,enriched
DIS3L,Dorsal,0.1673,0.175,0.00357,0.0435,enriched
BEND4,Dorsal,0.3063,0.175,1.45e-4,0.00288,enriched
VAMP4,Dorsal,0.3688,0.175,7.86e-4,0.0124,enriched
WDR53,Dorsal,0.1845,0.175,0.00369,0.0447,enriched
KDSR,Dorsal,0.2528,0.174,1.57e-4,0.00308,enriched
RBPMS,Dorsal,0.2339,0.174,7.12e-4,0.0116,enriched
NRDE2,Dorsal,0.1824,0.174,3.76e-5,8.87e-4,enriched
BDH1A,Dorsal,0.1766,0.174,0.00103,0.0157,enriched
CXorf23,Dorsal,0.2599,0.173,0.00363,0.0442,enriched
ITGB1,Dorsal,0.8458,0.173,2.67e-5,6.51e-4,enriched
TMBIM1,Dorsal,0.1428,0.172,0.00153,0.0219,enriched
AAGAB,Dorsal,0.3836,0.171,4.68e-5,0.00106,enriched
FADS1,Dorsal,0.2884,0.171,0.00307,0.0384,enriched
ARHGAP5,Dorsal,0.7024,0.171,7.17e-9,4.48e-7,enriched
ZFAND6,Dorsal,0.3342,0.17,2.98e-4,0.00549,enriched
FCRL4,Dorsal,0.1808,0.17,6.38e-4,0.0105,enriched
CLRN1,Dorsal,0.3371,0.17,0.00222,0.0296,enriched
TMEM135,Dorsal,0.6336,0.169,2.29e-5,5.71e-4,enriched
HSP90AB1,Dorsal,1.4869,0.169,0.00177,0.0247,enriched
TNKS1BP1,Dorsal,0.1744,0.169,0.00126,0.0185,enriched
LEMD3,Dorsal,0.2923,0.168,4.42e-4,0.00763,enriched
NUDCD1,Dorsal,0.4411,0.168,0.00423,0.0498,enriched
MARK1,Dorsal,0.7574,0.168,1.14e-4,0.00234,enriched
USP25,Dorsal,0.5672,0.167,0.00165,0.0233,enriched
NDUFS3,Dorsal,0.7323,0.167,0.00133,0.0195,enriched
HMCES,Dorsal,0.4,0.166,7.59e-4,0.0121,enriched
LOC100858737,Dorsal,0.0955,0.166,0.00386,0.0464,enriched
UNC119B,Dorsal,0.3778,0.165,4.59e-6,1.41e-4,enriched
KXD1,Dorsal,0.1139,0.165,0.00236,0.0313,enriched
TBL1XR1,Dorsal,1.0469,0.165,1.95e-9,1.39e-7,enriched
CEP295,Dorsal,0.2941,0.164,0.00117,0.0175,enriched
ACACA,Dorsal,0.3468,0.164,0.00111,0.0167,enriched
AKAP7,Dorsal,0.226,0.164,7.98e-4,0.0126,enriched
NRBF2,Dorsal,0.3185,0.164,9.07e-6,2.55e-4,enriched
BCAR1,Dorsal,0.2685,0.163,8.85e-4,0.0138,enriched
NXN,Dorsal,0.1425,0.163,0.00321,0.0398,enriched
NSUN2,Dorsal,0.1839,0.163,0.00142,0.0205,enriched
GJC1,Dorsal,0.1967,0.163,3.69e-4,0.00657,enriched
TTLL7,Dorsal,0.1412,0.163,0.00115,0.0171,enriched
CHST2,Dorsal,0.2196,0.163,0.00308,0.0385,enriched
HERC1,Dorsal,0.4367,0.162,7.4e-6,2.14e-4,enriched
VSX2,Dorsal,1.2448,0.162,1.08e-6,3.91e-5,enriched
E2F5,Dorsal,0.1364,0.161,0.00159,0.0226,enriched
MYH9,Dorsal,0.5172,0.16,1.59e-5,4.17e-4,enriched
SQLE,Dorsal,0.4994,0.16,0.00155,0.0221,enriched
GAB1,Dorsal,0.3958,0.16,1.3e-4,0.00261,enriched
RALGPS1,Dorsal,0.2519,0.159,1.15e-4,0.00235,enriched
IGF2BP1,Dorsal,0.9615,0.159,3.11e-8,1.64e-6,enriched
ZEB2,Dorsal,1.8633,0.159,4.05e-7,1.65e-5,enriched
LOC107049862,Dorsal,0.698,0.158,4.55e-5,0.00104,enriched
PDIA4,Dorsal,0.6027,0.156,2.81e-4,0.00521,enriched
HUNK,Dorsal,0.4142,0.155,0.00171,0.024,enriched
KIAA0355,Dorsal,0.1634,0.155,0.00168,0.0236,enriched
SNAP23,Dorsal,0.1225,0.155,0.00177,0.0247,enriched
ING2,Dorsal,0.1468,0.154,7.47e-4,0.012,enriched
WNK1,Dorsal,0.733,0.152,0.00233,0.0309,enriched
CDH2,Dorsal,1.9656,0.152,4.02e-8,2.06e-6,enriched
SUGP2,Dorsal,0.2252,0.152,9.08e-4,0.0141,enriched
ATXN7,Dorsal,0.2516,0.151,0.00335,0.0411,enriched
PCBP2,Dorsal,1.6284,0.151,7.21e-4,0.0117,enriched
